departamento_id,departamento_nombre,sitio_id,sitio_nombre,latitud,longitud,es_aproximado
zacapa,Zacapa,zacapa-4,Sierra de las Minas (lado zacapaneco),15.0667,-89.6167,SI
zacapa,Zacapa,zacapa-5,Teculután,14.9856,-89.7153,NO
zacapa,Zacapa,zacapa-6,Gualán,15.1306,-89.3622,NO
zacapa,Zacapa,zacapa-7,Baños Termales de Santa Marta,15.0200,-89.6000,SI
zacapa,Zacapa,zacapa-8,Montaña del Olvido,15.0800,-89.5500,SI
zacapa,Zacapa,zacapa-9,Cascada Santa Rosalía Mármol,15.0300,-89.6800,SI
zacapa,Zacapa,zacapa-10,El Boquerón de Zacapa,14.9500,-89.4500,SI
zacapa,Zacapa,zacapa-11,Parque Central de Zacapa y Catedral,14.9722,-89.5306,NO
zacapa,Zacapa,zacapa-12,San Diego,14.8000,-89.7833,NO
zacapa,Zacapa,zacapa-13,Balneario El Silencio,15.0350,-89.5950,SI
chiquimula,Chiquimula,chiquimula-0,Basílica del Santo Cristo de Esquipulas,14.5614,-89.3514,NO
chiquimula,Chiquimula,chiquimula-1,Volcán y Laguna de Ipala,14.5542,-89.6386,NO
chiquimula,Chiquimula,chiquimula-2,Parque de Aventura Chatún,14.5806,-89.3375,NO
chiquimula,Chiquimula,chiquimula-3,Piedra de los Compadres,14.5714,-89.3606,NO
chiquimula,Chiquimula,chiquimula-4,Cueva de las Minas,14.5458,-89.3458,NO
chiquimula,Chiquimula,chiquimula-5,Ruinas de la Parroquia Vieja,14.5661,-89.3528,NO
chiquimula,Chiquimula,chiquimula-6,Camotán y Jocotán,14.8194,-89.3889,NO
chiquimula,Chiquimula,chiquimula-7,Volcán Quezaltepeque,14.6333,-89.4500,NO
chiquimula,Chiquimula,chiquimula-8,Balneario Pasabién (San José La Arada),14.7167,-89.5833,SI
chiquimula,Chiquimula,chiquimula-9,Paragliding Chiquimula,14.7900,-89.5300,SI
chiquimula,Chiquimula,chiquimula-10,Laguna del Jute,14.7667,-89.5833,SI
chiquimula,Chiquimula,chiquimula-11,Poza de la Pila,14.7500,-89.5500,SI
chiquimula,Chiquimula,chiquimula-12,Sitio Histórico Batalla de La Arada,14.7172,-89.5839,NO
chiquimula,Chiquimula,chiquimula-13,Volcán Monte Rico,14.5833,-89.5167,SI
chiquimula,Chiquimula,chiquimula-14,Olopa,14.6933,-89.3500,NO
jalapa,Jalapa,jalapa-0,Cataratas de Urlanta,14.6400,-90.0050,NO
jalapa,Jalapa,jalapa-1,Volcán Jumay,14.6983,-89.9867,NO
jalapa,Jalapa,jalapa-2,Balneario Los Chorros,14.6333,-90.0167,SI
jalapa,Jalapa,jalapa-3,Balneario Agua Tibia,14.6600,-89.9000,SI
jalapa,Jalapa,jalapa-4,Quebrada El Salto,14.6200,-90.0300,SI
jalapa,Jalapa,jalapa-5,Volcán Alzatate,14.5167,-90.0333,NO
jalapa,Jalapa,jalapa-6,Laguna de Mataquesuintla,14.5250,-90.1833,SI
jalapa,Jalapa,jalapa-7,San Luis Jilotepeque,14.6500,-89.7333,NO
jalapa,Jalapa,jalapa-8,Parque Ecológico Pino Dulce,14.5272,-90.1378,NO
jalapa,Jalapa,jalapa-9,Las Cuevas del Silvino,14.6100,-89.8800,SI
jalapa,Jalapa,jalapa-10,Cascadas de Tatasiriri,14.5417,-90.0639,NO
jalapa,Jalapa,jalapa-11,El Hoyo de Monjas,14.4667,-89.8667,NO
jalapa,Jalapa,jalapa-12,Laguna del Hoyo,14.4661,-89.8647,NO
jalapa,Jalapa,jalapa-13,San Manuel Chaparrón,14.5167,-89.7833,NO
jutiapa,Jutiapa,jutiapa-0,Cueva y Turicentro Andá Mirá,14.2467,-89.7389,NO
jutiapa,Jutiapa,jutiapa-1,Lago de Güija,14.2583,-89.5292,NO
jutiapa,Jutiapa,jutiapa-2,Volcán y Laguna de Moyuta,14.0322,-90.0967,NO
jutiapa,Jutiapa,jutiapa-3,Volcán Chingo,14.1167,-89.7333,NO
jutiapa,Jutiapa,jutiapa-4,Volcán de Suchitán,14.4000,-89.7833,NO
jutiapa,Jutiapa,jutiapa-5,Turicentro Kayarí,14.2800,-89.9000,SI
jutiapa,Jutiapa,jutiapa-6,Parque Central de Jutiapa,14.2828,-89.8956,NO
jutiapa,Jutiapa,jutiapa-7,Comapa,14.1167,-89.9167,NO
jutiapa,Jutiapa,jutiapa-8,Volcán Culma,14.2958,-89.8708,NO
jutiapa,Jutiapa,jutiapa-9,Laguna de Retana,14.3333,-89.8500,NO
jutiapa,Jutiapa,jutiapa-10,D'Rocks Jutiapa,14.2750,-89.8850,SI
jutiapa,Jutiapa,jutiapa-11,Playas de Pasaco,13.9833,-90.2000,NO
jutiapa,Jutiapa,jutiapa-12,Conguaco,14.0500,-90.0333,NO
jutiapa,Jutiapa,jutiapa-13,Asunción Mita (Sitio Arqueológico Benque),14.3308,-89.7125,NO
santarosa,Santa Rosa,santarosa-0,Cataratas Los Amates,14.2256,-90.3017,NO
santarosa,Santa Rosa,santarosa-1,Reserva Natural Monterrico,13.8967,-90.4828,NO
santarosa,Santa Rosa,santarosa-2,Laguna de Ayarza,14.4181,-90.1389,NO
santarosa,Santa Rosa,santarosa-3,Puente de Los Esclavos,14.2536,-90.2817,NO
santarosa,Santa Rosa,santarosa-4,Playa El Chapetón,13.9167,-90.3667,NO
santarosa,Santa Rosa,santarosa-5,Barra de Las Lisas,13.9317,-90.2867,NO
santarosa,Santa Rosa,santarosa-6,Volcán Tecuamburro,14.1561,-90.4056,NO
santarosa,Santa Rosa,santarosa-7,Biotopo Monterrico-Barra de El Jiote,13.8950,-90.4850,NO
santarosa,Santa Rosa,santarosa-8,Volcán Cruz Quemada,14.2833,-90.3167,NO
santarosa,Santa Rosa,santarosa-9,Pueblo Nuevo Viñas,14.2250,-90.4800,NO
santarosa,Santa Rosa,santarosa-10,Laguna Ixpaco,14.1956,-90.4283,NO
santarosa,Santa Rosa,santarosa-11,Laguna El Pino (Barberena),14.3467,-90.4017,NO
santarosa,Santa Rosa,santarosa-12,Playa Hawaii,13.8617,-90.4183,NO
santarosa,Santa Rosa,santarosa-13,Barberena,14.3106,-90.3606,NO
santarosa,Santa Rosa,santarosa-14,Guazacapán,14.0733,-90.4167,NO
santarosa,Santa Rosa,santarosa-15,San Rafael Las Flores,14.4817,-90.1733,NO
escuintla,Escuintla,escuintla-0,Volcán de Pacaya,14.3817,-90.6011,NO
escuintla,Escuintla,escuintla-1,Playa Sipacate y Naranjo,13.9214,-91.2056,NO
escuintla,Escuintla,escuintla-2,Sitio Arqueológico El Baúl y Bilbao,14.3317,-91.0089,NO
escuintla,Escuintla,escuintla-3,Museo de La Democracia,14.2317,-90.9472,NO
escuintla,Escuintla,escuintla-4,Puerto San José y Chulamar,13.9281,-90.8239,NO
escuintla,Escuintla,escuintla-5,Marina Pez Vela,13.9311,-90.7933,NO
escuintla,Escuintla,escuintla-6,Cascadas de San Pedro Mártir,14.3217,-90.7817,NO
escuintla,Escuintla,escuintla-7,Auto Safari Chapín,14.2186,-90.6658,NO
escuintla,Escuintla,escuintla-8,Volcán de Fuego,14.4747,-90.8808,NO
escuintla,Escuintla,escuintla-9,Santa Lucía Cotzumalguapa,14.3333,-91.0233,NO
escuintla,Escuintla,escuintla-10,Finca El Barretal,14.3983,-90.6283,NO
escuintla,Escuintla,escuintla-11,Playa El Paredón,13.9172,-91.0717,NO
escuintla,Escuintla,escuintla-12,Museo Las Ilusiones,14.3283,-91.0117,NO
escuintla,Escuintla,escuintla-13,Iztapa,13.9333,-90.7075,NO
escuintla,Escuintla,escuintla-14,Tiquisate,14.2833,-91.3667,NO
escuintla,Escuintla,escuintla-15,Mercado y Ceiba de Palín,14.4042,-90.6975,NO
suchitepequez,Suchitepéquez,suchitepequez-0,Mazatenango (Carnaval Mazateco),14.5342,-91.5033,NO
suchitepequez,Suchitepéquez,suchitepequez-1,Reserva Natural Los Tarrales,14.5261,-91.1394,NO
suchitepequez,Suchitepéquez,suchitepequez-2,Playa Tahuexco,14.1500,-91.4333,NO
suchitepequez,Suchitepéquez,suchitepequez-3,Playa Chicago,14.1333,-91.4667,SI
suchitepequez,Suchitepéquez,suchitepequez-4,Chicacao,14.5444,-91.3250,NO
suchitepequez,Suchitepéquez,suchitepequez-5,Cuyotenango,14.5389,-91.5722,NO
suchitepequez,Suchitepéquez,suchitepequez-6,San Antonio Suchitepéquez,14.5350,-91.4183,NO
suchitepequez,Suchitepéquez,suchitepequez-7,Río Ixtacapa,14.5200,-91.4500,SI
suchitepequez,Suchitepéquez,suchitepequez-8,El Chorro del Carmen,14.5833,-91.4833,SI
suchitepequez,Suchitepéquez,suchitepequez-9,Beneficio de Café Chocolá,14.6139,-91.4444,NO
suchitepequez,Suchitepéquez,suchitepequez-10,Fachada de San Pablo Jocopilas,14.5889,-91.4542,NO
suchitepequez,Suchitepéquez,suchitepequez-11,Bulbaxyá,14.5667,-91.3833,SI
suchitepequez,Suchitepéquez,suchitepequez-12,Samayac,14.5778,-91.4611,NO
suchitepequez,Suchitepéquez,suchitepequez-13,Zunilito,14.6111,-91.5111,NO
retalhuleu,Retalhuleu,retalhuleu-0,Parque Acuático Xocomil (IRTRA),14.6006,-91.6167,NO
retalhuleu,Retalhuleu,retalhuleu-1,Parque Temático Xetulul (IRTRA),14.6033,-91.6139,NO
retalhuleu,Retalhuleu,retalhuleu-2,Hostales del IRTRA,14.6078,-91.6186,NO
retalhuleu,Retalhuleu,retalhuleu-3,Sitio Arqueológico Tak'alik Ab'aj,14.6469,-91.7336,NO
retalhuleu,Retalhuleu,retalhuleu-4,Puerto y Playa de Champerico,14.2936,-91.9161,NO
retalhuleu,Retalhuleu,retalhuleu-5,Dino Park,14.5956,-91.6178,NO
retalhuleu,Retalhuleu,retalhuleu-6,Xulik,14.5967,-91.6183,NO
retalhuleu,Retalhuleu,retalhuleu-7,Manchón Guamuchal,14.4333,-92.0833,NO
retalhuleu,Retalhuleu,retalhuleu-8,Palacio Departamental de Retalhuleu,14.5358,-91.6778,NO
retalhuleu,Retalhuleu,retalhuleu-9,Museo Horacio Alejos León,14.5361,-91.6781,NO
retalhuleu,Retalhuleu,retalhuleu-10,San Andrés Villa Seca,14.5833,-91.5833,NO
retalhuleu,Retalhuleu,retalhuleu-11,Club Guayacán,14.5300,-91.6600,SI
retalhuleu,Retalhuleu,retalhuleu-12,Finca El Patrocinio,14.6389,-91.6333,NO
retalhuleu,Retalhuleu,retalhuleu-13,Playa El Aserreadero,14.3050,-91.9050,SI
retalhuleu,Retalhuleu,retalhuleu-14,San Felipe Retalhuleu,14.6222,-91.5972,NO
retalhuleu,Retalhuleu,retalhuleu-15,San Sebastián Retalhuleu,14.5611,-91.6500,NO
retalhuleu,Retalhuleu,retalhuleu-16,Parque Recreativo La Trinidad,14.6100,-91.6400,SI
retalhuleu,Retalhuleu,retalhuleu-17,Santa Cruz Muluá (Casco Urbano),14.5833,-91.6333,NO
